900	Colorado	75 Parkside Court	Jeremy	1	1	pool	2018-07-22	http://cdn.home-designing.com/wp-content/uploads/2015/10/wood-paneling-apartment.jpg	1.4	8	1
910	Pennsylvania	5030 Tomscot Pass	Faydra	2	4	patio	2018-12-03	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	1.8	3	1
838	District of Columbia	2 Moose Terrace	Zak	8	1	patio	2018-10-16	https://blog.modsy.com/wp-content/uploads/2018/01/V1_a.jpg	1.4	4	1
467	Texas	46 Hanover Way	Leonard	6	3	roof	2018-12-10	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	0.9	12	1
828	Washington	4497 8th Lane	Crin	2	1	pool	2019-03-15	http://topinterior.site/wp-content/uploads/2017/11/Studio-Apartments-For-Lease.jpg	1.2	6	1
657	Oregon	49811 Donald Park	Erin	3	3	parking	2018-08-19	https://blog.modsy.com/wp-content/uploads/2018/01/V1_a.jpg	0.2	19	1
982	Minnesota	568 Eagan Crossing	Laughton	2	3	gym	2019-03-05	http://1.bp.blogspot.com/-tZRkWmWSrCc/UZTE7b6_hBI/AAAAAAAADKY/mb6Yy8hGiSI/s1600/9.jpg	0.1	16	1
608	Colorado	117 Union Parkway	Gretna	2	2	pool	2018-12-07	https://homefieldbrewing.com/wp-content/uploads/2018/05/exposed-brick-chimney-breast-decorating-wall-inspiration-interior-in-master-splendids-with-walls.jpg	0.6	21	1
853	Virginia	7 Caliangt Parkway	Sascha	7	3	pool	2019-04-07	http://topinterior.site/wp-content/uploads/2017/11/Studio-Apartments-For-Lease.jpg	1.7	23	1
249	Colorado	19 Dottie Pass	Gabrila	1	3	parking	2019-01-31	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	1.2	22	1
147	Indiana	5 Pond Plaza	Stinky	2	3	terrace	2019-05-27	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	1.2	20	1
393	Connecticut	3 Claremont Parkway	Inger	6	3	terrace	2018-07-10	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	1.8	17	1
543	California	0062 Sullivan Hill	Lane	1	3	terrace	2019-06-17	http://cdn.home-designing.com/wp-content/uploads/2015/10/wood-paneling-apartment.jpg	1.1	21	1
150	Oregon	89111 Forest Dale Crossing	Marillin	8	4	garden	2019-02-03	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	1.3	18	1
735	Colorado	6 Hagan Pass	Tawsha	6	1	ping-pong	2019-02-18	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	0.5	18	1
803	Texas	9064 Bartelt Street	Felecia	3	3	parking	2019-06-16	http://1.bp.blogspot.com/-tZRkWmWSrCc/UZTE7b6_hBI/AAAAAAAADKY/mb6Yy8hGiSI/s1600/9.jpg	1.4	31	1
353	New Mexico	8823 Claremont Court	Kenny	3	3	gym	2019-04-18	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	0.5	6	1
260	Ohio	6009 Eliot Plaza	Timotheus	3	3	ping-pong	2018-12-20	http://topinterior.site/wp-content/uploads/2017/11/Studio-Apartments-For-Lease.jpg	1.0	24	1
495	Wisconsin	613 Hermina Avenue	Kimberli	2	1	gym	2018-12-31	https://homefieldbrewing.com/wp-content/uploads/2018/05/exposed-brick-chimney-breast-decorating-wall-inspiration-interior-in-master-splendids-with-walls.jpg	1.0	20	1
129	Texas	4025 Anhalt Lane	Jeane	3	4	ping-pong	2018-07-25	https://homefieldbrewing.com/wp-content/uploads/2018/05/exposed-brick-chimney-breast-decorating-wall-inspiration-interior-in-master-splendids-with-walls.jpg	0.5	21	1
821	District of Columbia	9 Graceland Lane	Jessie	6	4	terrace	2018-08-28	http://1.bp.blogspot.com/-tZRkWmWSrCc/UZTE7b6_hBI/AAAAAAAADKY/mb6Yy8hGiSI/s1600/9.jpg	1.7	24	1
159	Nevada	24985 Moland Court	Joane	1	1	ping-pong	2018-12-07	http://1.bp.blogspot.com/-tZRkWmWSrCc/UZTE7b6_hBI/AAAAAAAADKY/mb6Yy8hGiSI/s1600/9.jpg	1.6	23	1
336	North Dakota	0542 Brickson Park Park	Sindee	6	3	garden	2018-11-05	http://cdn.home-designing.com/wp-content/uploads/2015/10/wood-paneling-apartment.jpg	0.4	1	1
990	Washington	27388 Manley Hill	Bax	2	1	billiards	2019-02-22	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	1.7	17	1
141	Virginia	88971 Mendota Court	Glennie	8	3	pool	2019-01-23	http://topinterior.site/wp-content/uploads/2017/11/Studio-Apartments-For-Lease.jpg	1.3	6	1
492	Florida	65736 Magdeline Terrace	Corabel	6	4	roof	2018-11-21	http://cdn.home-designing.com/wp-content/uploads/2015/10/wood-paneling-apartment.jpg	2.0	8	1
524	Florida	28 Fordem Drive	Corrianne	1	1	ping-pong	2019-03-22	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	0.0	17	1
837	Illinois	0 Florence Parkway	Stormie	5	2	gym	2018-09-09	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	1.3	4	1
405	Nevada	79110 Grim Plaza	Sterne	2	1	terrace	2018-09-09	http://topinterior.site/wp-content/uploads/2017/11/Studio-Apartments-For-Lease.jpg	0.2	28	1
548	North Dakota	457 Bunting Lane	Kendricks	6	1	terrace	2018-11-06	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	1.5	1	1
722	Texas	2 Drewry Pass	Diego	8	1	terrace	2018-11-10	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	0.8	5	1
899	California	8 Helena Place	Loree	8	2	roof	2018-11-27	http://topinterior.site/wp-content/uploads/2017/11/Studio-Apartments-For-Lease.jpg	0.8	1	1
757	Washington	18672 Reinke Parkway	Tomaso	5	4	billiards	2018-12-05	https://homefieldbrewing.com/wp-content/uploads/2018/05/exposed-brick-chimney-breast-decorating-wall-inspiration-interior-in-master-splendids-with-walls.jpg	1.4	11	1
449	California	68 Magdeline Way	Giorgia	3	3	patio	2018-10-23	https://i.ytimg.com/vi/VYYKzTpWSAg/maxresdefault.jpg	1.5	25	1
365	South Carolina	70676 Cascade Pass	Damara	5	1	parking	2018-08-25	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	0.1	24	1
28	Kansas	4926 Everett Point	Jasmin	1	2	terrace	2019-05-10	https://homefieldbrewing.com/wp-content/uploads/2018/05/exposed-brick-chimney-breast-decorating-wall-inspiration-interior-in-master-splendids-with-walls.jpg	0.5	16	1
680	New Mexico	2329 Fordem Circle	Adria	6	4	gym	2018-09-12	https://homefieldbrewing.com/wp-content/uploads/2018/05/exposed-brick-chimney-breast-decorating-wall-inspiration-interior-in-master-splendids-with-walls.jpg	1.1	1	1
93	Georgia	33250 Ruskin Crossing	Karole	7	3	patio	2018-10-07	https://i.ytimg.com/vi/VYYKzTpWSAg/maxresdefault.jpg	1.9	15	1
752	Connecticut	6 International Plaza	Jae	3	3	pool	2018-10-06	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	1.7	5	1
323	New York	72 Cherokee Crossing	Broddie	2	2	ping-pong	2019-01-18	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	0.7	11	1
572	Minnesota	3 Veith Street	Doria	4	3	billiards	2019-06-23	http://1.bp.blogspot.com/-tZRkWmWSrCc/UZTE7b6_hBI/AAAAAAAADKY/mb6Yy8hGiSI/s1600/9.jpg	0.1	31	1
476	Ohio	38 Grayhawk Court	Seth	1	1	patio	2019-07-08	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	1.5	16	1
418	Virginia	2 Swallow Drive	Hebert	4	4	gym	2019-06-08	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	1.0	21	1
564	California	269 Warbler Trail	Kendall	4	4	roof	2018-11-19	http://topinterior.site/wp-content/uploads/2017/11/Studio-Apartments-For-Lease.jpg	0.1	7	1
202	Montana	30466 Moose Street	Gavrielle	7	3	billiards	2018-09-30	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	1.5	31	1
228	Florida	874 Surrey Crossing	Ferris	3	4	terrace	2019-03-25	https://i.ytimg.com/vi/VYYKzTpWSAg/maxresdefault.jpg	1.0	13	1
503	Pennsylvania	2081 Arkansas Place	Court	3	3	billiards	2019-02-22	http://cdn.home-designing.com/wp-content/uploads/2015/10/wood-paneling-apartment.jpg	1.2	14	1
222	New Mexico	759 Rowland Trail	Field	6	4	patio	2019-04-16	https://homefieldbrewing.com/wp-content/uploads/2018/05/exposed-brick-chimney-breast-decorating-wall-inspiration-interior-in-master-splendids-with-walls.jpg	0.3	26	1
23	Georgia	62 Shelley Circle	Delaney	8	2	terrace	2019-02-03	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	0.1	5	1
118	California	57623 Monument Terrace	Tomasine	3	2	roof	2019-01-24	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	0.9	20	1
760	Texas	9 Tomscot Junction	Amandy	7	1	pool	2018-08-16	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	0.6	17	1
308	Pennsylvania	5895 Parkside Pass	Ivory	7	1	ping-pong	2019-03-17	http://1.bp.blogspot.com/-tZRkWmWSrCc/UZTE7b6_hBI/AAAAAAAADKY/mb6Yy8hGiSI/s1600/9.jpg	0.3	5	1
178	Georgia	13617 Quincy Lane	Carlen	6	1	garden	2019-02-07	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	0.4	13	1
454	South Carolina	4551 Arrowood Lane	Eleni	5	3	gym	2018-11-19	http://topinterior.site/wp-content/uploads/2017/11/Studio-Apartments-For-Lease.jpg	1.9	4	1
666	Texas	4 Daystar Point	Anallese	4	1	terrace	2018-09-01	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	2.0	26	1
618	Kentucky	6 Dayton Park	Lucias	3	2	terrace	2019-06-16	http://cdn.home-designing.com/wp-content/uploads/2015/10/wood-paneling-apartment.jpg	1.4	13	1
853	California	5 Hollow Ridge Parkway	Elga	6	1	gym	2019-05-17	https://i.ytimg.com/vi/VYYKzTpWSAg/maxresdefault.jpg	1.9	16	1
589	New York	58 Badeau Hill	Winthrop	7	2	billiards	2018-12-27	http://1.bp.blogspot.com/-tZRkWmWSrCc/UZTE7b6_hBI/AAAAAAAADKY/mb6Yy8hGiSI/s1600/9.jpg	0.6	30	1
65	Colorado	45159 Carioca Point	Derron	6	3	ping-pong	2018-09-25	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	2.0	11	1
513	New York	351 Trailsway Lane	Kirbie	3	4	patio	2019-03-14	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	0.1	30	1
824	Texas	86 2nd Lane	Lenette	4	1	garden	2019-03-05	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	1.1	2	1
946	Florida	010 Columbus Drive	Esme	1	2	roof	2019-03-11	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	0.2	25	1
566	Illinois	0189 Katie Junction	Brad	1	2	patio	2019-02-21	http://cdn.home-designing.com/wp-content/uploads/2015/10/wood-paneling-apartment.jpg	1.2	8	1
951	North Carolina	03716 Reindahl Place	Cymbre	5	4	parking	2018-08-09	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	0.5	3	1
289	Georgia	6 Logan Avenue	Gayle	3	4	gym	2019-05-21	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	1.5	21	1
734	Texas	11 Ridgeview Point	Ade	6	1	gym	2019-05-22	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	0.9	20	1
357	New York	32 Kim Pass	Lura	3	1	garden	2018-08-01	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	1.5	25	1
338	Utah	5 Thompson Hill	Eugen	1	3	pool	2018-08-25	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	0.5	8	1
583	Virginia	907 Upham Hill	Andrej	3	3	ping-pong	2019-03-13	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	0.8	1	1
163	Texas	56621 Oneill Parkway	Dee	5	1	patio	2018-10-07	https://blog.modsy.com/wp-content/uploads/2018/01/V1_a.jpg	0.3	31	1
817	New York	59 Hoepker Drive	Gayelord	3	2	billiards	2018-07-10	https://blog.modsy.com/wp-content/uploads/2018/01/V1_a.jpg	0.9	11	1
613	Massachusetts	4 Lien Lane	Crystie	8	3	pool	2019-02-09	http://topinterior.site/wp-content/uploads/2017/11/Studio-Apartments-For-Lease.jpg	0.6	23	1
218	New Hampshire	46720 Marcy Drive	Clemmie	2	1	ping-pong	2019-05-01	https://blog.modsy.com/wp-content/uploads/2018/01/V1_a.jpg	1.3	28	1
931	Nebraska	1 Ohio Park	Clerissa	4	2	terrace	2019-02-16	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	0.2	11	1
887	District of Columbia	542 School Pass	Godfree	4	2	billiards	2018-11-05	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	0.6	15	1
751	District of Columbia	820 Kings Drive	Marcille	8	3	ping-pong	2019-01-16	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	1.0	30	1
380	Illinois	8 Del Mar Place	Tim	6	2	ping-pong	2018-11-17	https://cdn.freshome.com/wp-content/uploads/2018/02/studio-intro.jpg	0.1	11	1
521	Wisconsin	510 Lindbergh Drive	Rudolfo	3	2	gym	2018-08-31	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	1.0	19	1
18	Oklahoma	3460 Hermina Avenue	Bram	7	1	billiards	2018-12-31	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	0.7	31	1
326	California	7 Fremont Parkway	Darleen	6	1	ping-pong	2018-08-13	http://team300.club/wp-content/uploads/2017/09/ikea-apartment-living-room-ideas-studio-living-room-idea-with-brown-fur-rug-design-modern-studio-apartment-living-room-theater-fau.jpg	0.8	2	1
471	Indiana	48740 Lakewood Gardens Crossing	Aubrie	3	4	gym	2018-10-28	http://topinterior.site/wp-content/uploads/2017/11/Studio-Apartments-For-Lease.jpg	0.1	20	1
588	Texas	261 Lakewood Alley	Roseanne	7	2	billiards	2019-02-10	https://i.ytimg.com/vi/VYYKzTpWSAg/maxresdefault.jpg	1.7	8	1
465	Georgia	10 Brentwood Street	Papageno	5	2	roof	2018-09-18	https://i.ytimg.com/vi/VYYKzTpWSAg/maxresdefault.jpg	1.4	13	1
504	California	4 Mccormick Court	Ashien	5	4	gym	2019-03-02	https://dp5zphk8udxg9.cloudfront.net/wp-content/uploads/2016/08/dreamstime_s_66458532.jpg	0.6	27	1
26	Utah	5391 Stuart Way	Joellen	5	4	gym	2019-04-08	http://1.bp.blogspot.com/-tZRkWmWSrCc/UZTE7b6_hBI/AAAAAAAADKY/mb6Yy8hGiSI/s1600/9.jpg	1.0	26	1
